model,dataset,task,task_type,seed,n_trials,metric,device,selected,config,config_id,config_tag,val_score,test_score,fit_time_tuning,predict_time_tuning,fit_time_refit,predict_time_refit,error,val_average_precision,val_accuracy,val_f1,val_roc_auc,test_average_precision,test_accuracy,test_f1,test_roc_auc,val_r2,val_mae,val_rmse,test_r2,test_mae,test_rmse
relgnn,rel-event,user-repeat,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 128, ""lr"": 0.0018735112039, ""num_heads"": 4, ""num_model_layers"": 1, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",79b72acf,r2,0.6010311667245974,,8.14770219799999,1.093466300000017,,,,0.5672411998150738,0.5285171102661597,0.0461538461538461,0.6010311667245974,,,,,,,,,,
relgnn,rel-event,user-repeat,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0030037592231, ""num_heads"": 4, ""num_model_layers"": 1, ""num_neighbors"": 64, ""subgraph_type"": ""directional""}",ce9904b8,r3,0.5592051905920519,,6.279704465000009,1.0830266160000122,,,,0.5395132818427271,0.5551330798479087,0.5224489795918368,0.5592051905920519,,,,,,,,,,
relgnn,rel-event,user-repeat,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 64, ""lr"": 0.00648886485, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 128, ""subgraph_type"": ""bidirectional""}",f0bb2bad,r4,0.5294867338662959,,6.5951150219999874,1.0985880570000006,,,,0.5168287119857131,0.5209125475285171,0.1923076923076923,0.5294867338662959,,,,,,,,,,
relgnn,rel-event,user-repeat,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0030197929882, ""num_heads"": 2, ""num_model_layers"": 4, ""num_neighbors"": 128, ""subgraph_type"": ""directional""}",6f19af8d,r5,0.5240412466689839,,11.745039983000026,1.1028833660000146,,,,0.4999795216126436,0.4790874524714829,0.6478149100257069,0.5240412466689839,,,,,,,,,,
relgnn,rel-event,user-repeat,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0037019789833, ""num_heads"": 16, ""num_model_layers"": 1, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",012001ed,r6,0.5971498088286409,,17.60553774799999,1.1363718489999997,,,,0.5737273657447464,0.5627376425855514,0.4497607655502392,0.5971498088286409,,,,,,,,,,
relgnn,rel-event,user-repeat,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,True,"{""aggr"": ""mean"", ""channels"": 64, ""lr"": 0.0010442146945, ""num_heads"": 2, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",d2fbdf27,r7,0.68908585331943,0.7849598930481283,7.919456165000014,1.0922453150000138,51.47703273500002,1.1564771610000548,,0.6259138849010091,0.6539923954372624,0.6714801444043321,0.68908585331943,0.6782508650823424,0.7154471544715447,0.6902654867256637,0.7849598930481283,,,,,,
relgnn,rel-event,user-repeat,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0041460591823, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""directional""}",f87e8891,r8,0.5543969412582552,,13.72403945900001,1.1008899550000135,,,,0.5271765351207222,0.4790874524714829,0.6478149100257069,0.5543969412582552,,,,,,,,,,
relgnn,rel-event,user-repeat,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.004093508747, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 64, ""subgraph_type"": ""bidirectional""}",79a48048,r9,0.5960201598887729,,11.312838005000003,1.0778807519999989,,,,0.5532417802266649,0.5209125475285171,0.0,0.5960201598887729,,,,,,,,,,
relgnn,rel-event,user-repeat,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 64, ""lr"": 0.0041393676084, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""directional""}",c642344c,r10,0.5427528675703859,,8.583564241000005,1.0981834849999927,,,,0.538309330131307,0.5209125475285171,0.2840909090909091,0.5427528675703859,,,,,,,,,,
relgnn,rel-f1,driver-dnf,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 128, ""lr"": 0.005, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 128, ""simplified_MP"": false, ""subgraph_type"": ""directional""}",afe1474f,default,0.6543310657596372,0.6882008490704142,43.448915795000005,0.094340951999996,20.565677697999945,0.1028149599999892,,0.8637960621863187,0.7791519434628975,0.8758689175769613,0.6543310657596372,0.848348125720324,0.7051282051282052,0.8270676691729323,0.6882008490704142,,,,,,
relgnn,rel-f1,driver-dnf,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 128, ""lr"": 0.0011394964521, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 64, ""subgraph_type"": ""bidirectional""}",70b52bd0,r1,0.6398730158730159,,15.781388230000005,0.0830922119999968,,,,0.8661654239877397,0.6872791519434629,0.7953757225433526,0.6398730158730159,,,,,,,,,,
relgnn,rel-f1,driver-dnf,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 128, ""lr"": 0.0018735112039, ""num_heads"": 4, ""num_model_layers"": 1, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",79b72acf,r2,0.65697052154195,,10.78288773,0.0781486420000021,,,,0.8730904352284965,0.7791519434628975,0.8758689175769613,0.65697052154195,,,,,,,,,,
relgnn,rel-f1,driver-dnf,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0030037592231, ""num_heads"": 4, ""num_model_layers"": 1, ""num_neighbors"": 64, ""subgraph_type"": ""directional""}",ce9904b8,r3,0.6207800453514739,,11.307545246000018,0.0683227099999896,,,,0.8636551621579404,0.7526501766784452,0.8559670781893004,0.6207800453514739,,,,,,,,,,
relgnn,rel-f1,driver-dnf,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 64, ""lr"": 0.00648886485, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 128, ""subgraph_type"": ""bidirectional""}",f0bb2bad,r4,0.6502131519274377,,15.786998963000002,0.0797393309999847,,,,0.8563485690016257,0.7791519434628975,0.8758689175769613,0.6502131519274377,,,,,,,,,,
relgnn,rel-f1,driver-dnf,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0030197929882, ""num_heads"": 2, ""num_model_layers"": 4, ""num_neighbors"": 128, ""subgraph_type"": ""directional""}",6f19af8d,r5,0.6488072562358276,,34.729587108000004,0.1347422489999985,,,,0.8468114522035831,0.7791519434628975,0.8758689175769613,0.6488072562358276,,,,,,,,,,
relgnn,rel-f1,driver-dnf,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0037019789833, ""num_heads"": 16, ""num_model_layers"": 1, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",012001ed,r6,0.6520181405895691,,35.73354248300001,0.2175684830000079,,,,0.8710646013453037,0.7243816254416962,0.832258064516129,0.6520181405895691,,,,,,,,,,
relgnn,rel-f1,driver-dnf,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,True,"{""aggr"": ""mean"", ""channels"": 64, ""lr"": 0.0010442146945, ""num_heads"": 2, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",d2fbdf27,r7,0.6655147392290248,0.7145805884936319,15.283646962000034,0.0745065449999629,19.489334692,0.0880367040000464,,0.8663349724600651,0.7190812720848057,0.8166089965397924,0.6655147392290248,0.851173466509222,0.7108262108262108,0.8182632050134289,0.7145805884936319,,,,,,
relgnn,rel-f1,driver-dnf,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0041460591823, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""directional""}",f87e8891,r8,0.6471927437641722,,26.61292425900001,0.1217101180000099,,,,0.8723713566172473,0.7791519434628975,0.8758689175769613,0.6471927437641722,,,,,,,,,,
relgnn,rel-f1,driver-dnf,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.004093508747, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 64, ""subgraph_type"": ""bidirectional""}",79a48048,r9,0.6156643990929704,,39.48563774899998,0.1577215679999994,,,,0.8590352421272992,0.7791519434628975,0.8758689175769613,0.6156643990929704,,,,,,,,,,
relgnn,rel-f1,driver-dnf,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 64, ""lr"": 0.0041393676084, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""directional""}",c642344c,r10,0.6477006802721088,,13.838389785000004,0.0743830189999812,,,,0.871708811739245,0.7791519434628975,0.8758689175769613,0.6477006802721088,,,,,,,,,,
relgnn,rel-f1,driver-position,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 128, ""lr"": 0.005, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 128, ""simplified_MP"": false, ""subgraph_type"": ""directional""}",afe1474f,default,3.7188260860099103,4.756877975547523,36.196238595,0.0653751060000047,12.80203493800002,0.0925213209999924,,,,,,,,,,-0.0451793527553063,3.7188260860099103,4.739643759470022,-0.2273239369566524,4.756877975547523,5.77230749319647
relgnn,rel-f1,driver-position,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 128, ""lr"": 0.0011394964521, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 64, ""subgraph_type"": ""bidirectional""}",70b52bd0,r1,3.866765239514266,,9.493811293999997,0.05095833499999,,,,,,,,,,,,-0.0001157395922206,3.866765239514266,4.63634153539773,,,
relgnn,rel-f1,driver-position,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 128, ""lr"": 0.0018735112039, ""num_heads"": 4, ""num_model_layers"": 1, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",79b72acf,r2,3.729407527467451,,6.572464902999982,0.0504077450000011,,,,,,,,,,,,-0.0095555532993323,3.729407527467451,4.658170714231031,,,
relgnn,rel-f1,driver-position,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0030037592231, ""num_heads"": 4, ""num_model_layers"": 1, ""num_neighbors"": 64, ""subgraph_type"": ""directional""}",ce9904b8,r3,3.7060055362596938,,7.214575827999994,0.0473507939999819,,,,,,,,,,,,-0.0307339935759687,3.7060055362596938,4.706776639134668,,,
relgnn,rel-f1,driver-position,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 64, ""lr"": 0.00648886485, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 128, ""subgraph_type"": ""bidirectional""}",f0bb2bad,r4,3.698293928376977,,10.168784051000015,0.0492885049999927,,,,,,,,,,,,0.012168784411682,3.698293928376977,4.607779227125076,,,
relgnn,rel-f1,driver-position,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0030197929882, ""num_heads"": 2, ""num_model_layers"": 4, ""num_neighbors"": 128, ""subgraph_type"": ""directional""}",6f19af8d,r5,3.7510978691085786,,20.999945819000004,0.0921010120000005,,,,,,,,,,,,-0.0477881739110241,3.7510978691085786,4.745555269608032,,,
relgnn,rel-f1,driver-position,REGRESSION,0,10,mae,rtx-pro-6000,True,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0037019789833, ""num_heads"": 16, ""num_model_layers"": 1, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",012001ed,r6,3.602468506527011,4.2188533375556005,22.131255063,0.1592558640000163,28.02376296999998,0.2457996210000033,,,,,,,,,,0.0905533303870079,3.602468506527011,4.421187241524442,-0.0667409965198839,4.2188533375556005,5.381450487205644
relgnn,rel-f1,driver-position,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 64, ""lr"": 0.0010442146945, ""num_heads"": 2, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",d2fbdf27,r7,4.30799546697256,,9.661610790000026,0.0515843809999978,,,,,,,,,,,,-0.2183718897917532,4.30799546697256,5.117292302797135,,,
relgnn,rel-f1,driver-position,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0041460591823, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""directional""}",f87e8891,r8,3.631177256373302,,16.101442652000003,0.1048897929999839,,,,,,,,,,,,0.0389129440448248,3.631177256373302,4.544976622247683,,,
relgnn,rel-f1,driver-position,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.004093508747, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 64, ""subgraph_type"": ""bidirectional""}",79a48048,r9,3.845943172661241,,24.244693753999996,0.1197527369999988,,,,,,,,,,,,-0.0176445628789179,3.845943172661241,4.676795153006191,,,
relgnn,rel-f1,driver-position,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 64, ""lr"": 0.0041393676084, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""directional""}",c642344c,r10,3.7023515278288106,,8.540246028000013,0.0492214470000078,,,,,,,,,,,,0.0094929892329375,3.7023515278288106,4.614015684906046,,,
relgnn,rel-f1,driver-top3,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 128, ""lr"": 0.005, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 128, ""simplified_MP"": false, ""subgraph_type"": ""directional""}",afe1474f,default,0.6334056010463887,0.688323056020067,27.631214934,0.0945337539999968,4.9073771079999915,0.1066774429999952,,0.2730670797883737,0.7976190476190477,0.0,0.6334056010463887,0.2551004123175786,0.8236914600550964,0.0,0.688323056020067,,,,,,
relgnn,rel-f1,driver-top3,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,True,"{""aggr"": ""sum"", ""channels"": 128, ""lr"": 0.0011394964521, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 64, ""subgraph_type"": ""bidirectional""}",70b52bd0,r1,0.6987511422479439,0.7779839046822742,3.3133705010000085,0.0779868489999984,7.427442522999996,0.080565287000013,,0.3529183753115223,0.8078231292517006,0.1629629629629629,0.6987511422479439,0.3172242953279721,0.7823691460055097,0.3828125,0.7779839046822742,,,,,,
relgnn,rel-f1,driver-top3,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 128, ""lr"": 0.0018735112039, ""num_heads"": 4, ""num_model_layers"": 1, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",79b72acf,r2,0.694630090842307,,2.438556048999999,0.074271355999997,,,,0.3699659497802964,0.79421768707483,0.1768707482993197,0.694630090842307,,,,,,,,,,
relgnn,rel-f1,driver-top3,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0030037592231, ""num_heads"": 4, ""num_model_layers"": 1, ""num_neighbors"": 64, ""subgraph_type"": ""directional""}",ce9904b8,r3,0.6686495493719875,,2.480020736,0.0687406779999975,,,,0.3353183114979674,0.4625850340136054,0.3992395437262357,0.6686495493719875,,,,,,,,,,
relgnn,rel-f1,driver-top3,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 64, ""lr"": 0.00648886485, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 128, ""subgraph_type"": ""bidirectional""}",f0bb2bad,r4,0.683816810306212,,2.8904872880000028,0.0762075930000065,,,,0.3500349521919754,0.7976190476190477,0.0,0.683816810306212,,,,,,,,,,
relgnn,rel-f1,driver-top3,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0030197929882, ""num_heads"": 2, ""num_model_layers"": 4, ""num_neighbors"": 128, ""subgraph_type"": ""directional""}",6f19af8d,r5,0.6833778287434376,,7.900212496000009,0.1383814889999968,,,,0.2922449981032942,0.7976190476190477,0.0,0.6833778287434376,,,,,,,,,,
relgnn,rel-f1,driver-top3,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0037019789833, ""num_heads"": 16, ""num_model_layers"": 1, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",012001ed,r6,0.6697066886456076,,8.475214438000009,0.2124302250000198,,,,0.2674072069355224,0.2023809523809523,0.3366336633663366,0.6697066886456076,,,,,,,,,,
relgnn,rel-f1,driver-top3,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 64, ""lr"": 0.0010442146945, ""num_heads"": 2, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",d2fbdf27,r7,0.6869255164752468,,2.9705026710000197,0.0759863449999898,,,,0.3569092806438781,0.7976190476190477,0.0,0.6869255164752468,,,,,,,,,,
relgnn,rel-f1,driver-top3,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0041460591823, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""directional""}",f87e8891,r8,0.5754241995305585,,5.794741135999999,0.1224428009999769,,,,0.2535378961222012,0.7976190476190477,0.0,0.5754241995305585,,,,,,,,,,
relgnn,rel-f1,driver-top3,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.004093508747, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 64, ""subgraph_type"": ""bidirectional""}",79a48048,r9,0.6921843364211356,,8.551839256999983,0.1635385069999984,,,,0.3302284908536446,0.4625850340136054,0.3992395437262357,0.6921843364211356,,,,,,,,,,
relgnn,rel-f1,driver-top3,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 64, ""lr"": 0.0041393676084, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""directional""}",c642344c,r10,0.655838454784899,,3.047559307,0.0715714119999972,,,,0.3510318650776569,0.6071428571428571,0.384,0.655838454784899,,,,,,,,,,
relgnn,rel-hm,item-sales,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 128, ""lr"": 0.005, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 128, ""simplified_MP"": false, ""subgraph_type"": ""directional""}",afe1474f,default,0.0674924580963458,0.0760870451124123,396.322428431,4.147191627999973,358.0290926539992,4.791128714000479,,,,,,,,,,0.173963001080323,0.0674924580963458,0.6019333184528008,-0.0170498271781662,0.0760870451124123,0.5876541979252354
relgnn,rel-hm,item-sales,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 128, ""lr"": 0.0011394964521, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 64, ""subgraph_type"": ""bidirectional""}",70b52bd0,r1,0.0687050539815321,,340.35709099599995,3.208541940000032,,,,,,,,,,,,0.1696468304291334,0.0687050539815321,0.6035038667244095,,,
relgnn,rel-hm,item-sales,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 128, ""lr"": 0.0018735112039, ""num_heads"": 4, ""num_model_layers"": 1, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",79b72acf,r2,0.0696156924773445,,418.946819173,5.067347935000043,,,,,,,,,,,,0.1713659373095323,0.0696156924773445,0.6028788163059385,,,
relgnn,rel-hm,item-sales,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0030037592231, ""num_heads"": 4, ""num_model_layers"": 1, ""num_neighbors"": 64, ""subgraph_type"": ""directional""}",ce9904b8,r3,0.0707309279752067,,293.44183555300015,3.0785113360000196,,,,,,,,,,,,0.1518719199929017,0.0707309279752067,0.6099290999671863,,,
relgnn,rel-hm,item-sales,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 64, ""lr"": 0.00648886485, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 128, ""subgraph_type"": ""bidirectional""}",f0bb2bad,r4,0.0693875106275334,,412.7763446889998,3.9088636460001,,,,,,,,,,,,0.1679749110071482,0.0693875106275334,0.6041111399139041,,,
relgnn,rel-hm,item-sales,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0030197929882, ""num_heads"": 2, ""num_model_layers"": 4, ""num_neighbors"": 128, ""subgraph_type"": ""directional""}",6f19af8d,r5,0.085690221805826,,469.332617966,4.834510358999978,,,,,,,,,,,,-0.0167403782891157,0.085690221805826,0.6678111543867765,,,
relgnn,rel-hm,item-sales,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0037019789833, ""num_heads"": 16, ""num_model_layers"": 1, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",012001ed,r6,0.0697351155139355,,635.0862922229999,9.177254360999996,,,,,,,,,,,,0.1643600348475921,0.0697351155139355,0.6054220499846781,,,
relgnn,rel-hm,item-sales,REGRESSION,0,10,mae,rtx-pro-6000,True,"{""aggr"": ""mean"", ""channels"": 64, ""lr"": 0.0010442146945, ""num_heads"": 2, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",d2fbdf27,r7,0.0662671882544377,0.0569981927012677,462.7065531869998,5.094735019999916,487.10616718599977,5.963553741999931,,,,,,,,,,0.1720008066205283,0.0662671882544377,0.6026478201303039,0.2101970528881619,0.0569981927012677,0.5178573000239644
relgnn,rel-hm,item-sales,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0041460591823, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""directional""}",f87e8891,r8,0.0670184349240474,,487.0116002939999,6.890765447999911,,,,,,,,,,,,0.1713807378812564,0.0670184349240474,0.6028734321494044,,,
relgnn,rel-hm,item-sales,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.004093508747, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 64, ""subgraph_type"": ""bidirectional""}",79a48048,r9,0.0697204500781732,,399.8479798200001,5.061805379999896,,,,,,,,,,,,0.1619279110648405,0.0697204500781732,0.6063024479952656,,,
relgnn,rel-hm,item-sales,REGRESSION,0,10,mae,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 64, ""lr"": 0.0041393676084, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 256, ""subgraph_type"": ""directional""}",c642344c,r10,0.0673693547454912,,421.9183664330003,4.953876090999984,,,,,,,,,,,,0.166700377846185,0.0673693547454912,0.6045736650540035,,,
relgnn,rel-hm,user-churn,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 128, ""lr"": 0.005, ""num_heads"": 8, ""num_model_layers"": 2, ""num_neighbors"": 128, ""simplified_MP"": false, ""subgraph_type"": ""directional""}",afe1474f,default,0.6761594947712015,0.6428630545957197,619.4368140610001,5.402334070000052,512.6608125489993,5.096064112000022,,0.8917038940628307,0.8128036992528346,0.8967365849792118,0.6761594947712015,0.8886041173816872,0.8261347636607442,0.9047905774540328,0.6428630545957197,,,,,,
relgnn,rel-hm,user-churn,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 128, ""lr"": 0.0011394964521, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 64, ""subgraph_type"": ""bidirectional""}",70b52bd0,r1,0.6961439662545343,,585.7174255320001,5.120847681999976,,,,0.898415386956819,0.8154945399446157,0.8974196968706653,0.6961439662545343,,,,,,,,,,
relgnn,rel-hm,user-churn,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 128, ""lr"": 0.0018735112039, ""num_heads"": 4, ""num_model_layers"": 1, ""num_neighbors"": 256, ""subgraph_type"": ""bidirectional""}",79b72acf,r2,0.6705667224532623,,589.4155569200002,5.367891558999872,,,,0.8883418236783748,0.8128036992528346,0.8967365849792118,0.6705667224532623,,,,,,,,,,
relgnn,rel-hm,user-churn,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0030037592231, ""num_heads"": 4, ""num_model_layers"": 1, ""num_neighbors"": 64, ""subgraph_type"": ""directional""}",ce9904b8,r3,0.64110265027961,,526.374643696,4.804626740999993,,,,0.880654021623642,0.8128036992528346,0.8967365849792118,0.64110265027961,,,,,,,,,,
relgnn,rel-hm,user-churn,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""sum"", ""channels"": 64, ""lr"": 0.00648886485, ""num_heads"": 4, ""num_model_layers"": 2, ""num_neighbors"": 128, ""subgraph_type"": ""bidirectional""}",f0bb2bad,r4,0.679152643132119,,597.685518752,5.26239330899989,,,,0.8929180324726005,0.8128036992528346,0.8967365849792118,0.679152643132119,,,,,,,,,,
relgnn,rel-hm,user-churn,BINARY_CLASSIFICATION,0,10,roc_auc,rtx-pro-6000,False,"{""aggr"": ""mean"", ""channels"": 256, ""lr"": 0.0030197929882, ""num_heads"": 2, ""num_model_layers"": 4, ""num_neighbors"": 128, ""subgraph_type"": ""directional""}",6f19af8d,r5,0.6842199813573696,,662.5114776380001,5.642767029000424,,,,0.8935069241575906,0.8096034275562987,0.8917618404051505,0.6842199813573696,,,,,,,,,,
